At age 11, Madden joined PACE Youth Theatre to help overcome his shyness.	Aos 11 anos, Madden juntou-se ao PACE Youth Theatre para vencer a sua timidez.
A number of compositions credited to Wright came out of improvisation and randomly trying ideas, some of which were picked up enthusiastically by his band mates.	Várias composições atribuídas a Wright tiveram origem em improvisos e experiências aleatórias, algumas das quais foram aproveitadas de forma entusiasta pelos colegas da banda.
Wright later said "I just play and don't really think about what I'm doing, I just let it happen".	Mais tarde, Wright afirmou que "Limito-me a tocar e não penso muito no que estou a fazer, apenas deixo que aconteça."
Of all the Pink Floyd members, Wright was the most reserved, sitting down behind the keyboards and concentrating on the music.	De todos os membros dos Pink Floyd, Wright era o mais reservado, sentando-se atrás dos teclados, concentrado na música.
In the 1970s, Wright listened to some contemporary progressive rock bands, and particularly liked early Peter Gabriel-fronted Genesis.	Na década de 70, Wright ouvia algumas bandas de rock progressivo da atualidade e gostava, em especial, da fase inicial dos Genesis de Peter Gabriel.
He later asked some of the musicians in Gabriel's solo touring band to play on Broken China.	Mais tarde, pediu a alguns dos músicos da banda de tourné a solo de Peter Gabriel para tocarem em Broken China.
Wright enjoyed playing the organ, and considered the style he used in Pink Floyd to be unique.	Wright gostava de tocar piano e considerava que o estilo que adotava nos Pink Floyd era único.
He played solos in the early part of Floyd's career, frequently using Egyptian scales, such as on "Matilda Mother" or "Set the Controls for the Heart of the Sun".	Costumava tocar solos no início da carreira dos Pink Floyd, muitas vezes com escalas egípcias, como em "Matilda Mother" ou "Set the Controls for the Heart of the Sun".
His jazz background led to him being interested in free form music, with adherence to tempo being less important.	As origens jazz influenciaram-no a interessar-se pela música em formato livre, com o ritmo a ser menos importante. 
Later, he was more interested in complementing each piece with organ, electric piano or synthesizer as a backing instrument, while still featuring occasional solos.	Mais tarde, interessou-se cada vez mais por complementar cada música com um piano, piano eletrónico ou sintetizador como instrumento de suporte, enquanto ocasionalmente continuava a tocar alguns solos.
Production on the episode began on September 14, 2004, and ran through to September 22.	A produção do episódio teve início a 14 de setembro de 2004 e decorreu até 22 de setembro.
The standing sets were used for the first three days of filming.	Os cenários foram utilizados durante os três primeiros dias de filmagens.
Further sets were created to represent the Vulcan Embassy and portions of the Forge.	Foram criados novos cenários para representar a Embaixada em Vulcano e partes da Forja.
The final two days were filmed on site in Simi Valley in southern California, which doubled as the main areas of the Forge.	Os últimos dois dias foram filmados em Simi Valley, na Califórnia do Sul, num espaço equivalente ao dobro das principais áreas da Forja.
The property used in the valley was owned by mining company P.W. Gillibrand, which was near property owned by Vulcan Materials Company.	A propriedade utilizada no vale era detida pela empresa de mineração P.W. Gillibrand, situada perto de uma propriedade da Vulcan Materials Company.
Optical effects were added to represent the firestorm and the sehlat.	Foram acrescentados efeitos especiais para simular tempestades de fogo e o sehlat.
The CGI sehlat was based on one which previously appeared in Star Trek: The Animated Series episode "Yesteryear".	O CGI sehlat tinha por base um outro que tinha aparecido no episódio "Yesteryear" de Star Trek: The Animated Series.
Visual effects producer Dan Curry said that the team "looked at the animated series and it just looked nice and pleasant, so I did a couple of sketches to do a reinterpretation of it to make it look scary, but not be too radical a departure from the original".	Dan Curry, produtor de efeitos especiais, afirmou que a equipa "viu a série animada e pareceu agradável e atrativa, por isso, fiz alguns esboços para fazer uma reinterpretação da mesma e torná-la assustadora, sem com isso ser uma diferença demasiado radical em relação ao original".
Eden FX modelled the CGI under supervision by staff visual effects supervisor Art Codron.	Eden FX concebeu o modelo de CGI sob a supervisão de Art Codron, supervisor de efeitos especiais da equipa.
Additional care was taken to create the fur so that close-ups could be used if required.	Foram tidos alguns cuidados adicionais para criar o pelo de modo a permitir grandes planos, se assim fosse necessário.
The only physical portion of the sehlat to be created was a single paw. "Yesteryear" was set in the Vulcan city Shi'Khar, which reappears in "The Forge", and it is also the first mention of the area on Vulcan called the Forge.	A única parte física do sehlat que era necessário criar era uma pata. "Yesteryear" foi filmado na cidade de Vulcano, Shi'Khar, que reaparece em "The Forge", sendo também a primeira vez que a área da Forja de Vulcano é mencionada. 
A further reference was made to "Vulcan's Forge" in the Deep Space Nine episode "Change of Heart".	No episódio "Change of Heart", em Deep Space Nine, é feita uma nova referência à "Forja de Vulcano".
"The Forge" and the following two episodes make reference to a time of savagery in Vulcan history known as the "Time of Awakening".	"The Forge" e os dois episódios seguintes fazem referência a uma época de selvajaria na história de Vulcano conhecida como "Hora de Despertar".
This had been previously mentioned in the original series episodes "Balance of Terror", "All Our Yesterdays", and "The Savage Curtain", as well as The Next Generation episode "Gambit".	Esta tinha sido previamente mencionada nos episódios da série original "Balance of Terror", "All Our Yesterdays" e "The Savage Curtain", bem como no episódio "Gambit" em "The Next Generation". 
The story mentioned the Vulcan T'Pau, who had previously appeared in The Original Series episode "Amok Time" presiding over the fight between Kirk and Spock, with the elder T'Pau portrayed by Celia Lovsky. Michael Reilly Burke returns as Koss, having previously appeared in the role in the season-four episode "Home".	A história incidia sobre T'Pau de Vulcano, que tinha aparecido anteriormente no episódio "Amok Time" da série original, a comandar a luta entre Kirk e Spock, com a primeira T'Pau a ser retratada por Celia Lovsky. Michael Reilly Burke regressa como Koss, tendo previamente desempenhado o papel no episódio "Home" da quarta temperada.
Robert Foxworth appears as Administrator V'Las, having previously appeared as Admiral Leyton in the Deep Space Nine episodes "Homefront" and "Paradise Lost".	Robert Foxworth surge como Administrador V'las, tendo aparecido previamente com Almirante Leyton nos episódios "Homefront" e "Paradise Lost" em Deep Space Nine.
Husband and wife duo Judith and Garfield Reeves-Stevens had previously written a number of Star Trek-related novels and books, including a series of collaborations with William Shatner and the novel Federation.	O duo marido e esposa Judith e Garfield Reeves-Stevens já tinham escrito vários livros e romances relacionados com a série Star Trek, incluindo várias colaborações com William Shatner e o livro Federation.
They had also written several nonfiction books on the behind-the-scenes productions of the Star Trek series such as Star Trek: Phase II - The Lost Series and Star Trek: The Next Generation - The Continuing Mission.	Também já tinham escrito vários livros de não ficção nas produções de bastidores da série Star Trek, como Star Trek: Phase II - The Lost Series e Star Trek: The Next Generation - The Continuing Mission.
"The Forge" was their first script together for a Star Trek series, but they had previously written scripts for other shows, including Sir Arthur Conan Doyle's The Lost World and Once a Thief.	"The Forge" foi o primeiro guião conjunto para uma série da Star Terk, mas já tinham anteriormente escrito guiões para outras obras, incluindo The Lost World e Once a Thief de Sir Arthur Conan Doyle.
They joined the Enterprise writing team shortly before working on the story for this episode which formed the first part of a planned "Vulcan arc".	Juntaram-se à equipa de redação de Enterprise pouco tempo antes de trabalharem na história deste episódio, que consistiu na primeira parte de um "arco de Vulcano" previsto. 
After reading an article about the iLoo, Andrew Cubitt, inventor of the similarly named i-Loo, wrote to The Inquirer stating that iLoo "sounds remarkably similar ... it now seems that the clever people at Microsoft have cottoned onto the idea and even call it the i-Loo, the same as mine!" Cubitt went on to say that "mine did everything that the Microsoft one is meant to do, but additionally printed information on toilet paper and didn't use a keyboard for the interface due to hygiene reasons".	Depois de ter lido um artigo acerca do iLoo, Andrew Cubitt, o inventor do i-Loo de nome semelhante, escreveu para o The Inquirer a indicar que o iLoo "tem um nome bastante semelhante... parece que as mentes brilhantes da Microsoft se apropriaram da ideia e lhe chamaram i-Loo, o mesmo nome da minha!". Cubitt acrescentou que  "a minha ideia fazia tudo o que a da Microsoft se propunha fazer, mas, para além disso, imprimia as informações em papel higiénico e não carecia da utilização de um teclado por motivos de higiene".
The i-Loo was prototyped by Cubitt as part of his thesis for his 2001 university degree in Product Design and Engineering at Brunel University.	O i-Loo foi prototipado por Cubitt no decorrer da sua tese elaborada em 2001 para conclusão do curso universitário de Design de Produto e Engenharia na Universidade de Brunel.
In an interview with The Inquirer, he noted "As it was designed at the university, they own the partial rights to the product so they will be watching the Microsoft 'invention' very closely."	Numa entrevista para o The Inquirer, chamou a atenção para o facto de "Por ter sido desenvolvido na universidade, esta detém uma parte dos direitos do produto, pelo que a universidade irá acompanhar de perto a "invenção" da Microsoft".
Microsoft never formally commented on Cubitt's allegations and instead initially stated the iLoo was an April's fool joke.	A Microsoft nunca comentou formalmente as alegações de Cubitt. Em contrapartida, alegaram inicialmente que o iLoo era uma piada alusiva ao Dia das Mentiras.
As a result, Cubitt questioned whether this was "a very calculated ploy to destroy competition in its early stages, or is admitting they don't even know what time of the month it is less embarrassing and ridding them of a potentially expensive situation!" Cubitt went on to state that "as they have now discredited my idea as a joke, I will never be able to produce the idea" and as such was "consulting my law books now on defamatory statements".	Como resultado, Cubitt questionou se esta seria "uma manobra muito bem calculada para destruir a concorrência numa fase inicial, ou se admitirem que não sabem o dia em que estão seria menos embaraçoso e uma forma de se esquivarem de uma situação dispendiosa!" Cubitt acrescentou ainda que "visto que diminuíram a minha ideia a uma piada, nunca vou conseguir desenvolver esta ideia" e que, por esse motivo, estava "a consultar a legislação relativa a afirmações difamatórias".
Neither Cubitt, nor Brunel University have taken public legal action against Microsoft pertaining to the i-Loo.	Nem Cubitt, nem a Universidade de Brunel tomaram quaisquer ações legais contra a Microsoft relativas ao i-Loo.
The i-Loo was described as:	O i-Loo foi descrito desta forma:
The i-Loo internet toilet roll browser is a novel and unique product designed to make best use of the time you spend on the loo!	O navegador de internet em papel higiénico i-Loo é uma novidade e um produto concebido para otimizar o tempo que passa na casa de banho!
The product allows you to search the internet whilst sitting on the toilet and print out any web pages you are interested in on your toilet paper.	O produto permite-lhe fazer pesquisas na internet enquanto está sentado na casa de banho, e ainda imprimir páginas Web que lhe interessem diretamente no seu papel higiénico.
i-Loo brings a whole new meaning to the word downloading.	O i-Loo atribui um novo significado à palavra descarregar.
The unit is fixed in front of a toilet on the cubical [sic] wall.	A unidade é fixada em frente a uma sanita, na parede do cubículo.
The product provides up to date information about new products, daily news and lottery results through an easy to navigate software package.	Este produto disponibiliza informações atualizadas sobre novos produtos, notícias diárias e resultados da lotaria que podem ser consultados através de um pacote de software de fácil navegação.
Normal operation of the toilet and paper dispenser is evident.	O funcionamento normal da casa de banho e do distribuidor de papel são evidentes.
The i-Loo internet toilet roll browser was featured at the 2003 Daily Mail Ideal Home Show as part of the Future Concepts exhibition in Earls Court, London, where it was nominated for the MFI Bright Sparks 2003 awards.	O navegador de internet em papel higiénico, i-Loo, foi apresentado na Ideal Home Show do Daily Meal em 2003 como parte integrante da exposição Future Concepts em Earls Court, Londres, onde foi nomeado para os prémios MFI Bright Sparks de 2003.
The i-Loo, which was sponsored by Epson Printers, received significant press coverage, and was featured on GMTV as well as various radio shows.	O i-Loo recebeu o patrocínio das impressoras Epson e foi alvo de uma grande cobertura por parte da imprensa, tendo sido apresentado na GMTV, assim como em múltiplos programas de rádio.
His daughter Lidya Steinhaus was married to Jan Kott.	A sua filha, Lidya Steinhaus, foi casada com Jan Kott.
On November 1, 2017, a controversy arose as the University of Wrocław took no action to pay for his grave to keep it until 2022 in face of its expiration because it supposedly "had no money".	No dia 1 de novembro de 2017, gerou-se uma controvérsia quando a Universidade de Breslávia não avançou com o pagamento da sua sepultura antes da expiração, para que esta fosse mantida até 2022, porque supostamente "não tinha dinheiro".
Mayor Rafał Dutkiewicz was also widely criticized for doing nothing.	O presidente Rafał Dutkiewicz foi também bastante criticado por não ter feito nada relativamente a esta questão.
Random people organized a charity and paid for the grave to remain.	Um grupo de pessoas aleatórias organizou um peditório e pagou pela sepultura para que esta se mantivesse.
Born in Forbes, New South Wales, on 27 February 1903, Lester Brain was the second son of an English mining engineer and manager, Austin Brain, and his Australian wife, Katie.	Nascido a 27 de fevereiro de 1903 em Forbes, Nova Gales do Sul, Lester Brain era o segundo filho de um engenheiro e gestor de minas, Austin Brain, e da sua esposa australiana, Katie.
Originally from Gloucestershire, Austin had emigrated with his parents and siblings in 1885, prospecting for gold in the United States before settling in Australia.	Oriundo de Gloucestershire, Austin emigrou com os seus pais e irmãos em 1885 para prospeção de ouro nos Estados Unidos da América, antes de se fixar na Austrália.
By the age of thirteen, Lester owned his own motorcycle bought secondhand for £11; its poor condition and constant need for repair helped him become mechanically adept at an early age.	Aos 13 anos de idade, Lester possuía a sua própria motorizada comprada em segunda mão por £11. O seu degradado estado de conservação e a constante necessidade de reparações contribuíram para que desenvolvesse as suas aptidões em mecânica em tenra idade.
He completed his education at Sydney Grammar School, where he excelled in maths, before being employed by the Commercial Banking Company of Sydney (CBC) in 1919.	Concluiu os seus estudos na Sydney Grammar School, onde se destacou na matemática, antes de ser contratado para a Commercial Banking Company de Sydney (CDC) em 1919.
Brain's penchant for motorbikes and things mechanical inspired a lift driver at CBC to suggest he apply for pilot training in the recently formed Royal Australian Air Force (RAAF).	O interesse de Brain pelas motorizadas e a mecânica levaram a que um operador de elevadores na CBC lhe tenha sugerido candidatar-se para a recém criada formação de pilotos da Real Força Aérea Australiana (RAAF).
He was among five civilian students nominated by the Civil Aviation Branch (CAB) of the Defence Department for entry into the inaugural RAAF flying training course, which commenced at Point Cook, Victoria in January 1923.	Foi um dos cinco estudantes civis nomeados pela Civil Aviation Branch (CAB) do Departamento da Defesa para entrarem no curso de formação inaugural de voo da RAAF, que foi iniciado em Point Cook, Victoria em janeiro de 1923.
The benefit of these nominations from a military perspective was that although the destiny of the CAB-sponsored students was to be civil aviators, they would also be members of the RAAF reserve, known as the Citizen Air Force (CAF), and could therefore be called up for active service as and when necessary.	A mais-valia destas nomeações de uma perspetiva militar era que, apesar do destino dos estudantes nomeados pela CAB ser a aviação civil, estes seriam também membros da reserva da RAAF, conhecida como Citizen Air Force (CAF), e poderiam, assim, ser destacados como e quando fosse necessário. 
Brain's fellow attendees included Royal Australian Navy lieutenants Joe Hewitt and Ellis Wackett, and Australian Army lieutenant Frank Bladin, all of whom were seconded—and later permanently transferred—to the RAAF.	Entre os colegas nomeados de Brain estavam os tenentes Joe Hewitt e Ellis Wackett da Marinha Real Australiana, assim como o tenente Frank Bladin do Exército Australiano, todos destacados e, posteriormente, permanentemente transferidos para a RAAF.
Brain graduated at the top of his class after the year-long training course at Point Cook, and was duly commissioned in the CAF.	Brain terminou o curso como o melhor da sua turma após a formação de um ano em Point Cook e foi, merecidamente, integrado na CAF.
Moving to Queensland in April 1924, he took up employment as a pilot with Queensland and Northern Territory Aerial Services (Qantas), its first aviator without a war record.	Tendo-se mudado para Queensland em abril de 1924, foi admitido como piloto na Queensland and Northern Territory Aerial Services (Qantas) como o primeiro aviador sem histórico de guerra.
On 7 February 1925, he flew the first scheduled passenger service from Cloncurry to Camooweal, extending the airline's founding 580-mile (930 km) route—from Charleville to Cloncurry—by 284 miles (457 km).	A 7 de fevereiro de 1925, pilotou o seu primeiro voo comercial de passageiros de Cloncurry a Camooweal, expandindo a rota fundada pela companhia aérea de 580 milhas (930 km)—desde Charleville até Cloncurry—em 284 milhas (457 km).
The following year, he completed a refresher course at Central Flying School, Point Cook.	No ano seguinte, concluiu um curso de atualização na Central Flying School, em Point Cook.
On a rain-soaked McKinlay airfield near Cloncurry on 27 February 1927, he flipped Qantas' first de Havilland DH.50 on to its back while attempting take-off, though he managed to escape without injury.	No dia 27 de fevereiro de 1927, num campo de aviação encharcado pela chuva em McKinlay, perto de Cloncurry, virou o primeiro De Havilland DH.50 da Qantas durante uma tentativa de descolagem. Conseguiu, no entanto, escapar ileso a este acidente.
Qantas founder Hudson Fysh berated him for a "serious error of judgement", but noted his excellent three-year record as a pilot; the aircraft was soon repaired and operational again.	O fundador da Qantas, Hudson Fysh, repreendeu-o pelo "grave erro de decisão", mas focou a excelência do seu registo de três anos como piloto. A aeronave foi reparada e voltou rapidamente a estar operacional.
The next month, Brain became Chief Instructor at the Qantas Flying School in Brisbane, doubling as manager of the airline's local office.	No mês seguinte, Brain tornou-se instrutor principal da Qantas Flying School em Brisbane, em simultâneo com a função de gestor da sede local da companhia aérea.
By mid-1928, he had overworked himself to the extent that he was ordered to take respite by Fysh; this "respite" nevertheless involved a 13-week trip to England to study aviation developments.	Em meados de 1928, estava de tal forma sobrecarregado de trabalho que Fysh ordenou que fizesse uma pausa. No entanto, esta "pausa" resultou numa viagem a Inglaterra de 13 semanas para estudar desenvolvimentos da aviação.
In April 1929, Brain was selected to take part in a search for lost aviators in northern Australia, having gained experience of the area while flying over the Tanami Desert to assist a gold prospecting expedition some years earlier.	Em abril de 1929, Brain foi escolhido para integrar uma busca de aviadores perdidos no norte da Austrália, dado o seu conhecimento da área após ter sobrevoado o Deserto de Tanami para prestar assistência numa expedição de prospeção de ouro alguns anos antes.
On 20 April, he took Qantas DH.50 Atalanta from Brisbane to link up with RAAF Airco DH.9s under the command of Flight Lieutenant Charles Eaton at Tennant Creek, to look for Keith Anderson and Robert Hitchcock in their Westland Widgeon the Kookaburra.	A 20 de abril, levou o DH.50 Atalanta da Qantas desde Brisbane para se associar ao Airco DH.9 da RAAF, sob o comando do Tenente Aviador Charles Eaton em Tennant Creek, com o objetivo de localizarem Keith Anderson e Robert Hitchcock no seu Westland Widgeon, o Kookaburra.
The pair had disappeared while searching for Charles Kingsford Smith and Charles Ulm, who had been reported missing on a record attempt from Sydney to England in the Southern Cross.	Ambos haviam desaparecido enquanto procuravam por Charles Kingsford Smith e Charles Ulm, dados como desaparecidos numa tentativa de bater um recorde entre Sydney e a Inglaterra no Southern Cross.
Brain located the Kookaburra the next day in the Tanami Desert, approximately 130 kilometres (81 mi) east-south-east of Wave Hill.	Brain localizou o Kookaburra no dia seguinte no Deserto de Tanami, a aproximadamente 130 quilómetros (81 milhas) a este-sudeste de Wave Hill.
Galadriel was originally named Artanis (Q. 'ar'=noble, 'nis'=woman, a name common to royal women of the Elves, most prominently as in the form Arwen, Galadriel's granddaughter), and Nerwen (Q. 'ner'=man, 'wen'=maiden, hence manly maiden), referring to her height and strength; Galadriel is the Sindarinized version of Telerin Quenya Alatáriel (Q. 'alatá'=radiance, 'riel'=maiden crowned with a garland), a name given her by Celeborn, referring to her silver-golden hair.	Galadriel foi inicialmente chamada de Artanis (Q. "ar"=nobre, "nis"=mulher, um nome comum das mulheres da realeza dos Elfos, proeminentemente na forma de Arwen, a neta de Galadriel) e de Nerwen (Q. "ner"=homem, "wen"=donzela, ou seja, donzela masculina), como referência à sua altura e força. Galadriel é a versão em sindariano da Telerin Quenya Alatáriel (Q. "alatá"=luminosidade, "riel"=donzela coroada com uma grinalda), um nome que lhe foi dado por Celeborn, como referência ao seu cabelo prata dourado.
The name Galadhriel (S. 'galadh'=tree, 'riel'=crowned maiden) was used outside Lórien by the people who did not know the ancient days and Galadriel's history, confusing galad with the Sindarin word galadh and the name of the Galadhrim, the people of Lórien.	O nome Galadhriel (S. "galadh"=árvore, "riel"=donzela coroada) era utilizado fora de Lórien pela população que não conhecia os tempos antigos nem a história de Galadriel, e por isso galad era confundido com a palavra sindariana galadh e com o nome Galadhrim, a população de Lórien.
As the ruler of Lothlórien, she was referred to by a variety of titles, including "Lady of Lórien", "Lady of the Wood", and (by Gimli) "Queen Galadriel"—although, according to Tolkien's account in Unfinished Tales, neither she nor Celeborn took royal titles themselves, as they considered themselves merely guardians of Lórien.	Como governante de Lothlórien, foram feitas referências ao seu nome em inúmeros títulos, incluindo "Senhora de Lórien", "Senhora do Bosque" e "Rainha Galadriel" (de Gimli), apesar de, de acordo com os relatos de Tolkein em Contos Inacabados, nem ela nem Celeborn terem adotado títulos reais já que se consideravam meros guardiões de Lórien.
She was also referred to as "Lady of Light" (the translation of Galadriel) or as the "White Lady", as her fair skin and white cloaks made her seem to shine.	Foi referida como a "Senhora de Luz" (a tradução de Galadriel) ou como a "Senhora Branca", por a sua pele e as suas capas brancas darem a ideia de a fazer brilhar. 
It was said (by the Dúnedain) that her height was two rangar (Quenya: 'strides'), or "man-high" – about 6 ft. 4 in., or 193 cm.	Dúnedain dizia que ela media dois rangar (Quenya: 'passos'), ou "altura-de-homem", ou seja, aproximadamente 6 pés e 4 polegada, ou 193 cm.
However, Galadriel's most striking feature is her beautiful long silver-golden hair.	No entanto, a característica mais marcante de Galadriel é o seu lindo e longo cabelo prata dourado.
The Elves of Tirion said it captured the radiance of the Two Trees Laurelin and Telperion themselves.	Os Elfos de Tirion diziam que este capturava o próprio brilho das Duas Árvores, Laurelin e Telperion.
Even among the Eldar she was accounted beautiful, and her hair is held a marvel unmatched.	Mesmo entre os Eldar ela era considerada bela e o seu cabelo é considerado uma maravilha sem comparação.
It is golden like the hair of her father and of her foremother Indis, but richer and more radiant, for its gold is touched by some memory of the starlike silver of her mother; and the Eldar say that the light of the Two Trees, Laurelin and Telperion, has been snared in her tresses.	É dourado como o cabelo do seu pai e da sua antepassada Indis, mas mais rico e mais brilhante, já que o tom dourado mistura-se com algumas reminiscências do prateado das estrelas da sua mãe. Os Eldar dizem que a luz das Duas Árvores, Laurelin e Telperion, foi entrelaçado nas suas madeixas.
It was greatly admired by Fëanor and may have inspired him to create the Silmarilli.	Era muito admirado por Fëanor e pode ter servido de inspiração para a criação das Silmarilli.
Many thought that this saying first gave to Fëanor the thought of imprisoning and blending the light of the Trees that later took shape in his hands as the Silmarils.	Muitos pensavam que este ditado terá dado a Fëanor a ideia de prender e misturar a luz das Árvores, o que mais tarde se materializou pelas suas mãos na forma das Silmarils. 
For Fëanor beheld the hair of Galadriel with wonder and delight.	Isto porque Fëanor contemplava o cabelo de Galadriel com fascínio e encanto.
Nevertheless, she never repaid Fëanor's admiration with the generosity she showed to Gimli the Dwarf in The Fellowship of the Ring.	No entanto, ela nunca reconheceu a admiração de Fëanor com a mesma generosidade que demonstrou a Gimli, o Anão, na Irmandade do Anel.
Fëanor "had begged her thrice for a tress and thrice she refused to give him even one hair.	Fëanor "implorou três vezes por uma madeixa e três vezes ela se recusou a dar-lhe um cabelo que fosse.
It is said that these two kinsfolk, being considered the greatest of the Eldar of Valinor, remain unfriends forever."	Diz-se que estes dois parentes, considerados os mais grandiosos dos Eldar de Valinor, se mantêm afastados para sempre."
Her character was similarly a blend of characteristics of the kindreds of the Eldar from whom she was descended.	A sua personalidade era também uma mistura das características das raças dos Eldar de quem descendia.
She had the pride and ambition of the Noldor, but in her they were tempered by the gentleness and insight of the Vanyar.	Ela possuía o orgulho e a ambição dos Noldor, mas no caso dela estes eram moderados pela gentileza e a visão dos Vanyar.
She shared the latter virtues of character with her father Finarfin and her brother Finrod.	Estas últimas virtudes da sua personalidade eram partilhadas com o pai Finarfin e o seu irmão Finrod.
She was proud, strong, and self-willed, as were all the descendants of Finwë save Finarfin; and like her brother Finrod, of all her kin the nearest to her heart, she had dreams of far lands and dominions that might be her own to order as she would without tutelage.	Ela era orgulhosa, forte e obstinada, tal como todos os descendentes de Finwë, exceto Finarfin. E tal como o seu irmão Finrod, que era de todos os parentes o mais próximo do seu coração, ela sonhava com terras distantes e domínios que poderiam ser seus para governar, o que fazia sem tutela.
Yet deeper still there dwelt in her the noble and generous spirit of the Vanyar, and a reverence for the Valar that she could not forget.	No entanto, viva no seu âmago o espírito nobre e generoso dos Vanyar e uma admiração pelos Valar que não conseguia pôr de parte.
Kepler-10b's discovery excited astronomers, who hoped to use data about it to inquire into the formation and structure that terrestrial, Earth-size planets tend to have in common.	A descoberta do Kepler-10b entusiasmou os astrónomos, que tinham a expectativa de utilizar os dados recolhidos para estudar a formação e a estrutura que os planetas terrestres da dimensão da Terra têm tendencialmente em comum.
Geoff Marcy of the University of California at Berkeley said that the discovery was ranked "as among the most profound scientific discoveries in human history," and that the planet "will go into every textbook worldwide." Marcy also described Kepler-10b as "a bridge between the gas giant planets we've been finding and the Earth itself." Diana Valencia at the University of Côte d'Azur in Nice, France considered the planet more of a "super-Mercury" than a super-Earth, granted its physical characteristics.	Geoff Marcy da Universidade da Califórnia, em Berkeley, afirmou que a descoberta foi considerada como estando "entre as descobertas científicas mais profundas da história da humanidade" e que o planeta "vai estar representado em todos os livros do mundo." Mancy descreveu, ainda, o Kepler-10b como "uma ponte entre os gigantes planetas gasosos que temos encontrado e o planeta Terra em si." Diana Valencia da Universidade de Côte d'Azur em Nice, França, considerou que o planeta era mais um "super-Mercúrio" do que uma super-Terra, tendo em consideração as suas características físicas.
Kepler-10b is most noted for its rocky surface.	O Kepler-10b caracteriza-se mais pela sua superfície rochosa.
It has a diameter 1.4 times that of the Earth, and a mass of 3.33±0.49 times that of Earth.	Possui um diâmetro 1,4 vezes superior ao da Terra e a sua massa é 3.33±0.49 vezes superior à da Terra.
The density of Kepler-10b is 5.8±0.8 g cm⁻³.	A densidade do Kepler-10b é de 5.8±0.8 g cm⁻³.
It orbits its star, Kepler-10, in less than a day, at less than a twentieth of the distance from Mercury to the Sun.	Demora menos de um dia a orbitar à volta da sua estrela, Kepler-10, e está a um vigésimo da distância entre Mercúrio e o sol.
Its surface temperature on the star lit side is approximately 1833 K, which is as hot as a blast furnace and hot enough to melt iron.	A temperatura à superfície da estrela é de, aproximadamente, 1833 K, o que é tão quente como uma fornalha e o suficiente para derreter ferro.
Though CoRoT-7b was discovered before Kepler-10b and has been claimed to be rocky, there is more room for other interpretations in the case of CoRoT-7b's composition than there is for Kepler-10b.	Apesar de o CoRoT-7b ter sido descoberto antes do Kepler-10b e tenha sido caracterizado como rochoso, existe uma maior margem para diferentes interpretações relativamente à composição do CoRoT-7b do que no caso do Kepler-10b.
This is due to the much larger uncertainty in CoRoT-7b's mass (and, to a lesser extent, its radius) which is illustrated in the plot to the left.	Isto deve-se ao facto de existirem menos certezas acerca da massa do CoRoT-7b (e, em menor extensão, acerca do seu raio), o que está representado na área à esquerda.
Consequently, CoRoT-7b may be revealed to be a lava-ocean planet, whereas Kepler-10b must be predominantly made of rock or iron.	Consequentemente, o CoRoT-7b pode vir a ser um planeta composto por um oceano de lava, ao passo que o Kepler-10b deve ser constituído predominantemente por pedra ou ferro.
In addition to showing the range of masses and radii consistent with the observations of each planet, the plot includes curves of compositions implied by certain masses and radii.	Para além de mostrar a variedade de massas e raios consistentes com as observações de cada um dos planetas, a área inclui curvas de composições implícitas em determinadas massas e raios.
Kepler-10b is tidally locked to its parent star and has extreme variations in temperature between day and night sides.	O Kepler-10b está em rotação sincronizada com a sua estrela principal e apresenta variações extremas de temperatura entre o dia e a noite.
It also reflects about half of the starlight it receives.	Também reflete cerca de metade da luz estelar que recebe.
The writer for this episode, David A.	O escritor deste episódio, David A.
Goodman, said that making this episode was a "dream come true" for many members of the crew including himself.	Goodman, disse que a criação do mesmo foi "um sonho tornado realidade" para muitos dos membros da equipa, incluindo ele mesmo.
At the time he was hired onto the staff, they were already talking about creating a Star Trek-centric episode.	Na altura que foi convidado para a equipa, já se falava na criação de um episódio central de O Caminho das Estrelas.
The initial idea was to have a giant Kirk and Spock fighting over New York-New York Hotel and Casino.	A ideia inicial seria criar um Kirk e Spock gigantes a lutar pelo Hotel New York-New York e pelo Casino. 
Executive producer David X.	O produtor executivo David X.
Cohen assigned the writing task to Goodman, as they agreed he was the biggest Trek fan of the group.	Cohen atribuiu a missão de escrita a Goodman, já que ambos concordaram que ele era o maior fã de O Caminho das Estrelas do grupo.
They agreed to drop the story idea with the giant characters and gave him two weeks to write the script.	Os dois também concordaram em desistir da ideia da história com as personagens gigantes e Cohen concedeu-lhe duas semanas para escrever o guião.
The deadline was complicated as Goodman had to spend the first week on jury duty, and then broke his ankle.	O prazo era complicado já que Goodman teria de cumprir o seu dever de jurado na primeira semana e, mais tarde, partiu o tornozelo.
Despite this, he described "Where No Fan Has Gone Before" as the most fun he has ever had writing a script.	Apesar disso, este descreveu o episódio "Where No Fan Has Gone Before" como o mais divertido de sempre no processo de escrita de um guião.
Series creator Matt Groening stated that while he is a fan of the Star Trek franchise, he has never seen an episode of The Original Series in its entirety, but has seen Star Trek: The Motion Picture.	O criador da série Matt Groening afirmou que, apesar de ser um fã da série O Caminho das Estrelas, nunca tinha visto um episódio da série original na íntegra, mas que tinha visto O Caminho das Estrelas: O Filme. 
